Name,Age,Height,Weight,Gender,Hair Colour,Skin Colour,Profession,Allergies,Commitment,Work Preference
Michael Roberts,19,194,67,Male,Grey,Tan,Teacher,No allergies,Short Term,Solo
Lucas Washington,63,181,100,Male,White,Dark,Engineer,Insect Stings,Short Term,Solo
Peter Martin,40,174,95,Female,Brown,Dark,Teacher,Foods,Long Term,Solo
Cooper Morgan,18,164,52,Female,White,Dark,Developer,Pollen,Short Term,Solo
Travis Simmons,32,164,113,Female,Black,Olive,Musician,Perfumes/Household Chemicals,Short Term,Team
Corbin Coleman,43,157,85,Female,Brown,Brown,Artist,Perfumes/Household Chemicals,Short Term,Team
Max Thompson,65,154,66,Female,Grey,Medium,Writer,Mold,Short Term,Team
Grayson Martin,61,183,109,Female,Blonde,Brown,Teacher,Pollen,Short Term,Solo
Joseph Gray,46,170,50,Female,Brown,Olive,Engineer,Perfumes/Household Chemicals,Short Term,Team
Reid Reed,22,165,75,Male,Blonde,Olive,Engineer,Foods,Short Term,Solo
Julian Jones,55,190,92,Female,Brown,Light,Musician,Pollen,Long Term,Team
Tristan Roberts,51,200,80,Male,Grey,Brown,Musician,Foods,Long Term,Team
Aiden Wilson,20,174,90,Male,Brown,Light,Musician,No allergies,Long Term,Solo
Dakota White,61,153,56,Female,Red,Tan,Engineer,Perfumes/Household Chemicals,Long Term,Team
Michael Powell,57,150,108,Female,Red,Tan,Scientist,Perfumes/Household Chemicals,Short Term,Solo
Owen Patterson,19,179,116,Female,Grey,Medium,Engineer,Foods,Short Term,Team
Max Walker,54,158,115,Female,Blonde,Tan,Musician,Perfumes/Household Chemicals,Long Term,Team
Ethan Garcia,20,153,66,Female,Grey,Tan,Writer,Dust Mites,Long Term,Team
Chris Rivera,37,188,93,Female,Blonde,Light,Writer,Perfumes/Household Chemicals,Short Term,Team
Elliot Howard,53,153,104,Female,Brown,Medium,Artist,Foods,Long Term,Team
Patrick Rivera,62,194,109,Female,Grey,Brown,Developer,Perfumes/Household Chemicals,Long Term,Solo
Jackson Clark,24,179,55,Female,Brown,Light,Artist,Pollen,Long Term,Team
Elliot Cooper,65,199,92,Female,Brown,Tan,Doctor,No allergies,Long Term,Team
Quinn Campbell,19,185,64,Male,Blonde,Tan,Artist,Perfumes/Household Chemicals,Long Term,Team
Casey Hall,30,168,72,Male,Blonde,Dark,Doctor,Dust Mites,Short Term,Team
Wyatt Gray,36,200,69,Female,Brown,Light,Nurse,Animals,Long Term,Team
Sawyer Anderson,48,200,58,Male,Grey,Tan,Writer,Dust Mites,Long Term,Solo
Colin Perez,63,173,117,Female,White,Tan,Musician,Mold,Long Term,Team
Corey Hernandez,30,178,80,Female,Brown,Olive,Chef,Medications,Short Term,Solo
Evan James,23,158,60,Female,Red,Brown,Developer,Pollen,Short Term,Solo
Kevin Ross,39,177,107,Female,Red,Tan,Developer,Latex,Long Term,Solo
Jayden Jones,29,178,79,Female,White,Light,Developer,Foods,Long Term,Team
Spencer Adams,32,156,65,Male,Blonde,Light,Writer,Pollen,Long Term,Team
Shawn Nelson,36,172,101,Female,Grey,Dark,Teacher,Latex,Short Term,Solo
Elijah King,64,197,76,Female,Brown,Brown,Scientist,Insect Stings,Long Term,Solo
Jacob Anderson,38,162,104,Female,Brown,Tan,Musician,Insect Stings,Short Term,Solo
Chase Kelly,26,169,51,Female,White,Olive,Developer,Pollen,Long Term,Solo
Christian Roberts,54,190,100,Female,Brown,Tan,Engineer,Insect Stings,Long Term,Team
Keith White,39,186,107,Female,Black,Medium,Engineer,Insect Stings,Short Term,Team
Tristan Flores,56,181,53,Male,Brown,Light,Chef,Mold,Short Term,Team
John Clark,25,158,118,Female,Red,Dark,Engineer,Medications,Short Term,Team
Corey Carter,45,195,110,Male,Grey,Brown,Nurse,Perfumes/Household Chemicals,Short Term,Solo
Kayden Bailey,54,152,61,Female,White,Tan,Developer,Mold,Long Term,Team
Joseph Lopez,29,189,105,Female,Red,Dark,Doctor,Perfumes/Household Chemicals,Short Term,Solo
Robert Davis,33,160,85,Female,White,Light,Artist,Latex,Long Term,Team
Jasper Taylor,24,182,91,Female,Red,Medium,Nurse,Pollen,Short Term,Solo
Casey Taylor,58,194,109,Female,Blonde,Dark,Chef,Pollen,Long Term,Team
Colin Gonzalez,25,184,100,Male,Black,Dark,Teacher,Mold,Short Term,Solo
Jake Lewis,31,195,54,Male,Red,Dark,Teacher,Insect Stings,Short Term,Solo
Reid Carter,46,153,50,Male,Red,Medium,Artist,Dust Mites,Short Term,Team
Avery Williams,44,151,51,Female,Brown,Dark,Engineer,Pollen,Short Term,Team
Samuel Rodriguez,20,176,115,Male,Blonde,Olive,Writer,Pollen,Short Term,Solo
Joshua Martin,32,163,63,Female,Blonde,Medium,Teacher,Medications,Long Term,Team
Jesse Young,47,164,58,Female,White,Brown,Developer,No allergies,Short Term,Team
Jackson Lewis,58,198,90,Female,Black,Olive,Teacher,Perfumes/Household Chemicals,Long Term,Solo
Kevin Coleman,65,164,114,Male,Brown,Light,Scientist,Foods,Long Term,Team
Sean Reed,33,189,60,Male,Brown,Olive,Musician,Mold,Short Term,Team
Jayden Allen,59,152,80,Female,White,Olive,Doctor,Mold,Long Term,Team
Patrick Lopez,61,194,78,Female,Grey,Olive,Doctor,Latex,Short Term,Team
Kelsey Moore,30,153,68,Male,Brown,Light,Doctor,Perfumes/Household Chemicals,Short Term,Team
Kendall Anderson,45,196,109,Female,Brown,Dark,Artist,Pollen,Long Term,Team
Miles Lopez,37,168,107,Male,Blonde,Tan,Engineer,Dust Mites,Long Term,Solo
Cole Rivera,46,177,114,Female,Brown,Tan,Teacher,Medications,Long Term,Team
Shane Nelson,56,184,69,Male,Blonde,Tan,Musician,Mold,Long Term,Solo
Jayden Watson,56,180,59,Female,Brown,Dark,Musician,Pollen,Short Term,Team
Alex Johnson,50,196,97,Female,Red,Tan,Chef,Dust Mites,Long Term,Solo
Isaac Jenkins,55,154,102,Male,Black,Tan,Scientist,Animals,Short Term,Solo
Evan Diaz,64,172,115,Female,White,Dark,Developer,No allergies,Long Term,Solo
Sean Lopez,33,180,54,Female,White,Dark,Teacher,Animals,Long Term,Solo
Quentin Martinez,34,165,70,Male,Black,Light,Chef,Medications,Short Term,Team
Trevor Martinez,35,197,76,Female,White,Olive,Teacher,Animals,Long Term,Team
Bailey Moore,62,176,117,Female,White,Olive,Chef,Animals,Short Term,Solo
Connor Butler,26,162,112,Male,Grey,Light,Musician,Perfumes/Household Chemicals,Short Term,Team
Corbin Wilson,65,161,74,Female,Red,Tan,Scientist,Foods,Short Term,Team
Hunter Anderson,42,157,85,Male,Blonde,Light,Scientist,Pollen,Long Term,Solo
Peter Griffin,24,150,57,Female,Black,Dark,Scientist,No allergies,Short Term,Team
Kyle Smith,42,188,116,Female,Red,Tan,Developer,Perfumes/Household Chemicals,Long Term,Solo
Jasper Hughes,39,170,80,Female,White,Tan,Chef,Perfumes/Household Chemicals,Short Term,Solo
Jasper Bell,57,193,110,Female,White,Medium,Teacher,Dust Mites,Short Term,Solo
Jamie Bryant,38,193,106,Male,Grey,Tan,Chef,Perfumes/Household Chemicals,Short Term,Solo
Joshua Rivera,60,194,62,Female,Blonde,Brown,Artist,Animals,Short Term,Team
Ken Thomas,37,193,120,Female,Brown,Tan,Engineer,Latex,Short Term,Team
Dylan Rodriguez,60,194,61,Male,Red,Dark,Teacher,Animals,Long Term,Solo
Eli Scott,25,168,61,Male,Black,Olive,Scientist,Pollen,Short Term,Solo
Jace Diaz,41,193,66,Male,Black,Tan,Teacher,Insect Stings,Long Term,Solo
Chris Gonzalez,32,181,108,Male,Grey,Olive,Doctor,No allergies,Long Term,Solo
Kendall Flores,25,167,111,Male,Red,Olive,Chef,No allergies,Long Term,Team
Logan Stewart,39,177,110,Female,Red,Tan,Engineer,Insect Stings,Long Term,Solo
Owen Clark,54,158,106,Female,Blonde,Medium,Artist,Pollen,Short Term,Team
James Foster,54,156,68,Female,Red,Dark,Doctor,No allergies,Short Term,Solo
Keith Lewis,21,157,115,Female,Grey,Tan,Doctor,Medications,Short Term,Team
Carson Wright,43,181,88,Male,White,Dark,Chef,Foods,Long Term,Solo
Taylor Price,54,186,111,Female,White,Dark,Engineer,Perfumes/Household Chemicals,Short Term,Solo
Kelly Jenkins,62,177,88,Male,Black,Olive,Engineer,Insect Stings,Short Term,Solo
Trevor Washington,19,175,118,Female,Black,Brown,Scientist,Insect Stings,Short Term,Team
Parker Martin,29,188,73,Male,Grey,Tan,Developer,Foods,Short Term,Team
Mason Allen,59,160,61,Female,Black,Light,Engineer,Insect Stings,Long Term,Solo
Liam Rodriguez,45,192,50,Male,Blonde,Light,Writer,Mold,Long Term,Team
Mason Richardson,62,170,116,Female,Grey,Brown,Writer,Pollen,Short Term,Team
Elliot Brown,30,159,88,Male,Brown,Brown,Writer,Pollen,Long Term,Solo
Carter Gonzales,57,177,59,Female,Blonde,Tan,Doctor,Medications,Long Term,Team
Evan Patterson,45,194,68,Male,Black,Dark,Nurse,Pollen,Long Term,Team
Leo Harris,61,185,102,Male,Blonde,Dark,Engineer,Dust Mites,Long Term,Solo
Chris Hernandez,35,150,62,Female,Brown,Tan,Engineer,Foods,Short Term,Solo
Max Richardson,24,183,94,Female,Grey,Olive,Scientist,Foods,Short Term,Team
Jace Russell,42,161,94,Female,Red,Brown,Doctor,Mold,Short Term,Team
Parker Thompson,27,174,84,Male,White,Dark,Developer,Pollen,Long Term,Solo
Connor Morgan,40,179,114,Female,Blonde,Tan,Writer,Pollen,Long Term,Team
Sebastian Baker,53,181,51,Female,White,Brown,Doctor,Latex,Long Term,Team
Jonah Johnson,57,162,50,Female,White,Brown,Developer,Pollen,Short Term,Solo
Cole Patterson,51,164,72,Male,Blonde,Medium,Writer,Dust Mites,Short Term,Solo
Ken Edwards,28,173,64,Female,White,Medium,Writer,Foods,Long Term,Solo
Kelly Gonzalez,34,163,50,Female,Brown,Olive,Writer,No allergies,Long Term,Solo
Charlie Campbell,18,189,108,Female,Blonde,Olive,Engineer,No allergies,Long Term,Team
Jonah Campbell,18,156,105,Female,Brown,Light,Writer,Insect Stings,Short Term,Solo
Carson Richardson,18,159,82,Male,Red,Tan,Developer,Mold,Long Term,Solo
Connor Gray,35,156,106,Female,Brown,Medium,Developer,Medications,Short Term,Solo
Ryan Hall,25,162,86,Male,Brown,Tan,Chef,Dust Mites,Short Term,Team
Patrick Hall,48,192,84,Male,Red,Tan,Writer,Latex,Short Term,Solo
Seth Griffin,43,182,99,Male,Black,Light,Teacher,Animals,Short Term,Solo
Kendall Johnson,61,165,56,Female,Red,Brown,Teacher,Medications,Long Term,Solo
Hayden Richardson,23,198,104,Male,Grey,Medium,Writer,Animals,Short Term,Solo
Shawn Harris,34,194,81,Female,Brown,Tan,Engineer,Insect Stings,Short Term,Team
Wyatt Price,58,190,69,Male,Black,Medium,Chef,No allergies,Long Term,Team
Chris Reed,19,189,75,Male,Black,Tan,Chef,Insect Stings,Long Term,Team
Eli Turner,45,180,57,Female,White,Light,Nurse,Foods,Long Term,Solo
Grayson Phillips,63,176,81,Female,Black,Medium,Teacher,No allergies,Short Term,Solo
Dylan Baker,48,167,62,Female,Brown,Olive,Musician,Dust Mites,Long Term,Solo
Cameron Jackson,60,150,120,Male,Blonde,Olive,Developer,Perfumes/Household Chemicals,Long Term,Team
Owen Adams,31,187,99,Male,Black,Medium,Scientist,Foods,Short Term,Team
Cooper Butler,46,156,59,Female,Blonde,Dark,Musician,Pollen,Short Term,Team
Joseph Peterson,50,200,52,Male,Grey,Olive,Doctor,Mold,Short Term,Team
Seth Ward,42,185,99,Female,Grey,Olive,Artist,Animals,Short Term,Team
Mason Young,55,194,51,Female,Grey,Dark,Writer,Mold,Long Term,Team
Hunter Butler,35,185,65,Male,Brown,Light,Writer,Pollen,Long Term,Team
Nathan Gonzalez,38,153,51,Female,Brown,Dark,Nurse,Animals,Long Term,Team
Leo Powell,55,156,98,Female,White,Dark,Scientist,Insect Stings,Short Term,Solo
Eli Perez,35,163,100,Male,Red,Medium,Chef,Dust Mites,Short Term,Solo
Avery Cox,29,179,73,Male,Brown,Brown,Musician,Animals,Long Term,Team
Isaac Clark,29,175,74,Male,Brown,Light,Chef,Pollen,Long Term,Solo
Bailey Foster,51,158,51,Male,Red,Tan,Teacher,Foods,Short Term,Team
Carter Lopez,23,167,68,Male,Black,Light,Writer,Dust Mites,Short Term,Team
Chase Cooper,54,178,70,Female,Blonde,Tan,Doctor,Pollen,Short Term,Solo
Noah Ramirez,25,151,55,Male,Grey,Olive,Engineer,Insect Stings,Long Term,Team
Alex Hernandez,19,164,104,Female,Brown,Olive,Nurse,Pollen,Long Term,Team
Kelsey Rodriguez,25,164,63,Female,Blonde,Light,Scientist,Dust Mites,Short Term,Solo
Aiden Davis,56,159,72,Female,Grey,Olive,Scientist,Animals,Long Term,Team
Patrick Hughes,37,189,86,Female,Black,Olive,Musician,Dust Mites,Long Term,Team
Spencer Smith,27,199,68,Female,Brown,Tan,Musician,Latex,Short Term,Team
Mason Reed,64,167,68,Male,Blonde,Medium,Doctor,Medications,Long Term,Solo
Ken Reed,48,194,102,Female,Brown,Dark,Artist,Medications,Long Term,Solo
Leo Gray,49,184,118,Male,Red,Light,Scientist,Medications,Short Term,Team
Elliot Parker,18,163,52,Female,Grey,Tan,Doctor,Foods,Short Term,Solo
James Hayes,26,168,108,Male,Grey,Tan,Artist,Pollen,Short Term,Team
Sebastian Garcia,25,194,68,Female,White,Light,Chef,Dust Mites,Short Term,Team
Parker Sanders,22,180,70,Male,Brown,Olive,Doctor,Foods,Short Term,Team
Samuel Turner,46,200,51,Female,Black,Medium,Teacher,No allergies,Short Term,Team
Gavin Thomas,51,174,66,Male,Red,Brown,Teacher,Pollen,Long Term,Team
Tristan Alexander,53,188,59,Female,Red,Olive,Chef,Medications,Short Term,Team
Thomas Evans,59,177,74,Female,Black,Light,Engineer,Dust Mites,Long Term,Team
Elliot Baker,28,184,63,Male,Brown,Brown,Teacher,Mold,Short Term,Team
Nolan Brown,33,167,60,Male,Grey,Tan,Teacher,No allergies,Long Term,Team
Isaac Johnson,40,198,86,Female,Grey,Medium,Developer,Medications,Long Term,Team
Robert Patterson,24,171,102,Male,Grey,Medium,Teacher,Perfumes/Household Chemicals,Long Term,Solo
Max Brown,36,160,69,Female,Black,Dark,Engineer,Pollen,Short Term,Team
Jamie Simmons,61,174,80,Male,Grey,Brown,Engineer,Animals,Long Term,Team
Travis Johnson,27,199,89,Male,Red,Light,Musician,Dust Mites,Short Term,Solo
Cody Moore,35,186,96,Female,Black,Light,Doctor,Latex,Long Term,Solo
Evan Griffin,46,191,67,Male,Grey,Tan,Teacher,Dust Mites,Long Term,Solo
Jordan Ross,61,158,106,Female,Grey,Brown,Developer,Dust Mites,Short Term,Solo
Kendall Bell,34,193,55,Male,White,Medium,Writer,No allergies,Short Term,Team
Hunter Edwards,28,186,101,Male,Brown,Tan,Musician,Foods,Long Term,Solo
Keegan Jenkins,52,179,63,Male,Brown,Dark,Engineer,Medications,Long Term,Team
Jonah Roberts,22,170,93,Female,Brown,Dark,Musician,Foods,Long Term,Solo
Travis Parker,45,180,77,Male,Brown,Light,Chef,Mold,Long Term,Team
Aiden Martinez,22,167,101,Male,Blonde,Dark,Musician,Medications,Short Term,Solo
Connor Miller,23,177,93,Female,Brown,Medium,Developer,Medications,Long Term,Solo
Leo Flores,28,194,105,Female,White,Brown,Chef,No allergies,Short Term,Team
Samuel Long,55,189,68,Female,White,Dark,Developer,No allergies,Short Term,Solo
Chris Cox,38,157,102,Female,Grey,Dark,Teacher,Latex,Short Term,Solo
Nolan Sanders,24,152,77,Male,Red,Dark,Writer,Animals,Long Term,Team
Jaden Allen,30,193,51,Female,Blonde,Light,Nurse,Mold,Short Term,Solo
Owen Murphy,44,176,95,Female,Grey,Tan,Writer,Dust Mites,Short Term,Team
Kayden Reed,41,161,120,Male,Grey,Tan,Chef,Mold,Long Term,Solo
Robert Ross,24,155,63,Male,White,Light,Scientist,Medications,Short Term,Solo
Eli Hayes,47,185,98,Male,Brown,Tan,Engineer,Dust Mites,Long Term,Solo
Tristan Jenkins,63,200,100,Male,Blonde,Medium,Writer,Mold,Long Term,Solo
Isaac Rogers,61,165,50,Female,Black,Light,Teacher,Animals,Long Term,Solo
Jackson Rodriguez,54,177,80,Female,Brown,Brown,Chef,No allergies,Long Term,Team
Nolan Collins,64,161,101,Female,Grey,Medium,Chef,Pollen,Short Term,Team
Kendall Martin,58,186,100,Female,Grey,Medium,Developer,Pollen,Short Term,Team
Casey Cook,18,190,69,Male,Grey,Dark,Writer,Foods,Long Term,Team
Sebastian Gonzales,26,179,95,Male,Brown,Dark,Artist,Mold,Short Term,Team
Samuel Hayes,42,199,83,Male,Blonde,Light,Doctor,No allergies,Short Term,Team
Kayden Bennett,25,156,68,Female,Blonde,Medium,Engineer,Foods,Long Term,Solo
Tyler Allen,43,156,112,Male,Red,Light,Musician,Foods,Short Term,Solo
Jayden Mitchell,58,178,70,Male,Blonde,Light,Doctor,Perfumes/Household Chemicals,Short Term,Team
Jacob Phillips,48,189,119,Male,Brown,Brown,Nurse,Foods,Short Term,Team
Leo Williams,51,182,69,Male,Blonde,Light,Artist,No allergies,Long Term,Team
Eli Anderson,64,194,66,Female,Blonde,Tan,Artist,Foods,Long Term,Solo
Keegan Alexander,49,177,115,Female,Brown,Olive,Doctor,Pollen,Long Term,Solo
Blake Sanders,55,169,71,Male,White,Tan,Chef,Latex,Long Term,Solo
Trevor Mitchell,57,156,99,Female,Brown,Brown,Developer,Dust Mites,Short Term,Solo
Cole Brown,50,166,102,Female,Grey,Dark,Writer,Dust Mites,Long Term,Team
Cameron Lee,38,177,73,Female,Brown,Light,Artist,Dust Mites,Long Term,Team
Lucas Moore,42,168,77,Male,Black,Brown,Nurse,Perfumes/Household Chemicals,Short Term,Solo
Taylor Jenkins,54,150,109,Female,Brown,Tan,Teacher,Insect Stings,Short Term,Solo
Oliver Williams,22,180,62,Female,White,Olive,Nurse,Dust Mites,Long Term,Solo
Aiden Watson,38,181,56,Female,Blonde,Dark,Musician,Latex,Short Term,Solo
Nico White,19,164,56,Male,Brown,Light,Developer,Medications,Short Term,Team
Avery Walker,64,173,118,Male,White,Light,Nurse,No allergies,Short Term,Team
Ian Taylor,34,171,98,Female,White,Medium,Doctor,Perfumes/Household Chemicals,Long Term,Team
Parker Richardson,35,170,111,Male,Black,Olive,Nurse,Foods,Long Term,Team
Trevor Collins,30,181,63,Female,Brown,Brown,Writer,Insect Stings,Long Term,Solo
Ryan Murphy,59,159,114,Male,Brown,Medium,Developer,Medications,Long Term,Team
Sidney Sanchez,30,154,85,Female,Brown,Dark,Nurse,Perfumes/Household Chemicals,Short Term,Team
Keegan White,65,157,80,Male,Red,Medium,Nurse,No allergies,Long Term,Solo
Morgan Morgan,35,173,62,Male,White,Tan,Chef,Pollen,Long Term,Team
Jonah Lewis,56,167,117,Female,Grey,Tan,Engineer,No allergies,Short Term,Team
Eli Harris,21,152,84,Male,Black,Brown,Engineer,Mold,Short Term,Solo
John Stewart,24,164,84,Female,Brown,Medium,Artist,Dust Mites,Long Term,Solo
Sawyer Smith,24,161,114,Female,White,Olive,Artist,Animals,Long Term,Team
Cole Lee,39,179,68,Male,White,Tan,Chef,Dust Mites,Short Term,Team
Finn Taylor,28,193,51,Female,Red,Brown,Teacher,Latex,Short Term,Solo
Cameron Davis,19,186,87,Male,Grey,Brown,Doctor,Animals,Short Term,Team
Ian Bryant,39,178,112,Female,Grey,Olive,Musician,Mold,Long Term,Solo
Jordan Campbell,37,195,92,Female,Black,Olive,Writer,No allergies,Short Term,Solo
Wyatt Hernandez,60,159,95,Female,Black,Medium,Scientist,Medications,Long Term,Team
Sebastian Thomas,30,174,63,Female,White,Dark,Writer,Latex,Short Term,Solo
Peter Phillips,39,175,103,Female,Blonde,Medium,Teacher,Perfumes/Household Chemicals,Long Term,Team
Julian Murphy,54,200,94,Female,Black,Light,Musician,Animals,Long Term,Team
Jamie Young,36,187,65,Male,Red,Olive,Teacher,Medications,Long Term,Team
Morgan Hill,26,172,86,Male,Black,Dark,Nurse,Animals,Short Term,Solo
Finn Nelson,56,169,72,Female,White,Olive,Scientist,Animals,Short Term,Solo
Chase Rogers,53,162,88,Female,Black,Olive,Scientist,Latex,Short Term,Solo
Spencer Cook,24,158,117,Female,White,Olive,Writer,Dust Mites,Long Term,Solo
Joshua Bailey,44,176,109,Male,Grey,Light,Chef,Foods,Short Term,Solo
Michael Jackson,36,186,111,Female,Black,Light,Scientist,Insect Stings,Short Term,Team
Travis Richardson,57,194,75,Male,Black,Light,Doctor,Perfumes/Household Chemicals,Short Term,Team
Ethan Allen,24,180,53,Female,Red,Light,Engineer,Mold,Long Term,Solo
Connor Wright,52,166,106,Male,Red,Medium,Teacher,Animals,Short Term,Team
Cole Ward,65,194,119,Male,Red,Tan,Nurse,Mold,Short Term,Solo
Jasper Long,35,175,99,Male,Red,Tan,Chef,Animals,Short Term,Solo
Kayden Martin,54,174,51,Female,Black,Dark,Scientist,Latex,Short Term,Solo
Ryan Peterson,42,182,58,Male,White,Medium,Developer,Perfumes/Household Chemicals,Long Term,Solo
Sam Garcia,35,200,88,Female,Black,Dark,Musician,Medications,Long Term,Team
Mason Butler,50,199,117,Female,Brown,Dark,Developer,Perfumes/Household Chemicals,Long Term,Solo
Dakota Davis,19,196,70,Male,Black,Dark,Engineer,Latex,Long Term,Solo
Robert Bell,42,158,75,Male,Blonde,Tan,Musician,Mold,Short Term,Team
Sean Clark,45,183,74,Male,Grey,Light,Engineer,Pollen,Short Term,Team
Alex Parker,44,186,119,Male,Blonde,Medium,Writer,Latex,Short Term,Team
Mason Rivera,50,172,95,Male,Black,Tan,Chef,Medications,Short Term,Team
Carter Torres,37,156,65,Female,Brown,Light,Scientist,Insect Stings,Long Term,Team
Eli Gonzalez,34,174,95,Male,Brown,Olive,Engineer,Insect Stings,Short Term,Solo
Jonah Ross,21,184,64,Female,Blonde,Dark,Teacher,No allergies,Long Term,Solo
Finn Hall,39,198,57,Male,Brown,Brown,Developer,No allergies,Short Term,Solo
Carter Green,64,152,63,Male,Red,Brown,Artist,Dust Mites,Long Term,Solo
Ian King,19,153,53,Male,Grey,Brown,Chef,No allergies,Long Term,Team
Jesse Diaz,42,194,66,Female,White,Tan,Writer,Animals,Short Term,Solo
Elijah Morris,65,198,118,Male,Black,Dark,Artist,No allergies,Short Term,Team
Kelly Powell,25,192,59,Male,Blonde,Brown,Artist,Latex,Long Term,Team
Kai Simmons,37,173,120,Female,White,Medium,Writer,Mold,Long Term,Team
Morgan Phillips,44,195,112,Female,Black,Medium,Doctor,Insect Stings,Short Term,Solo
Sean James,31,157,97,Male,Black,Medium,Musician,Latex,Short Term,Team
Ken Brown,35,167,99,Female,Black,Light,Nurse,Perfumes/Household Chemicals,Long Term,Solo
Taylor Edwards,42,178,55,Male,Brown,Tan,Doctor,Medications,Short Term,Solo
Spencer Gonzales,65,198,57,Male,Grey,Tan,Nurse,Insect Stings,Long Term,Solo
Mason Foster,54,199,116,Female,Brown,Tan,Musician,Pollen,Short Term,Team
Grayson Hughes,35,155,81,Female,Blonde,Brown,Chef,No allergies,Long Term,Solo
Gavin Powell,34,200,51,Male,Blonde,Brown,Developer,Mold,Short Term,Solo
Keegan Williams,46,150,109,Male,Blonde,Tan,Writer,Pollen,Long Term,Team
Ken Thompson,32,190,72,Male,Grey,Dark,Teacher,Pollen,Short Term,Team
Connor Hughes,50,178,90,Male,Grey,Dark,Artist,No allergies,Long Term,Solo
Taylor Patterson,40,184,55,Male,Blonde,Light,Engineer,Insect Stings,Long Term,Team
Kevin Taylor,33,163,91,Female,White,Tan,Engineer,Medications,Long Term,Team
Casey Perez,56,200,96,Female,Red,Dark,Developer,Latex,Long Term,Team
Cody Evans,20,168,69,Male,Black,Brown,Artist,Dust Mites,Long Term,Team
Jayden Sanders,20,192,69,Female,White,Light,Engineer,Pollen,Long Term,Team
Victor Peterson,21,188,110,Female,Blonde,Olive,Artist,Perfumes/Household Chemicals,Long Term,Team
Jackson Lopez,41,164,108,Female,White,Light,Artist,Latex,Long Term,Solo
Aiden Campbell,53,182,59,Female,White,Tan,Scientist,Pollen,Long Term,Solo
Elijah Brooks,26,184,81,Female,White,Brown,Doctor,Perfumes/Household Chemicals,Long Term,Solo
Kayden Johnson,28,157,103,Female,Grey,Dark,Musician,Foods,Short Term,Team
Troy Cook,19,194,71,Male,Brown,Brown,Writer,Medications,Long Term,Solo
Quinn Bryant,40,178,102,Female,White,Tan,Nurse,Latex,Short Term,Team
Samuel Diaz,55,182,60,Male,Black,Brown,Scientist,Dust Mites,Long Term,Solo
Jack Morgan,29,182,85,Male,Brown,Olive,Musician,Dust Mites,Short Term,Solo
Bailey Phillips,36,160,65,Female,Blonde,Tan,Musician,Pollen,Short Term,Solo
Sawyer Morgan,51,158,108,Female,Black,Dark,Engineer,Latex,Long Term,Solo
Kendall Roberts,35,179,115,Male,White,Dark,Developer,No allergies,Long Term,Team
Ryan Torres,38,162,54,Male,Brown,Medium,Scientist,Medications,Short Term,Team
Finn Rivera,27,181,73,Female,Blonde,Medium,Artist,Foods,Short Term,Team
Julian Moore,49,185,76,Male,Black,Tan,Nurse,Perfumes/Household Chemicals,Long Term,Team
Nolan Phillips,48,183,73,Female,Brown,Olive,Musician,Latex,Long Term,Solo
Liam Cooper,36,156,78,Male,Blonde,Tan,Musician,Dust Mites,Short Term,Solo
Cameron Lewis,47,170,64,Female,White,Tan,Doctor,Latex,Long Term,Solo
Quentin Wright,19,168,84,Male,Red,Light,Writer,Dust Mites,Long Term,Solo
Isaac Bell,44,164,71,Male,White,Light,Scientist,Perfumes/Household Chemicals,Long Term,Team
Miles Ramirez,19,196,52,Female,Black,Dark,Developer,Dust Mites,Short Term,Team
Kyle Allen,41,184,75,Male,Grey,Tan,Artist,Mold,Short Term,Solo
Jackson Morris,31,185,81,Male,Black,Light,Writer,Foods,Long Term,Solo
Jamie Clark,36,169,53,Male,White,Dark,Artist,No allergies,Long Term,Team
Trevor Edwards,59,175,66,Female,Black,Light,Engineer,Insect Stings,Long Term,Team
Jordan Alexander,52,188,69,Male,White,Brown,Chef,Pollen,Long Term,Solo
Joshua Ward,65,151,88,Female,Red,Medium,Engineer,Mold,Long Term,Solo
Hunter Reed,23,164,102,Female,Red,Olive,Writer,Insect Stings,Short Term,Solo
Taylor Cox,64,175,97,Male,Red,Medium,Scientist,No allergies,Long Term,Team
Kaiden Evans,48,186,63,Female,Blonde,Medium,Engineer,Foods,Short Term,Team
Kelsey Price,33,155,68,Female,Grey,Tan,Writer,Perfumes/Household Chemicals,Short Term,Team
Shawn Cox,34,176,89,Female,Brown,Light,Developer,Perfumes/Household Chemicals,Long Term,Team
Gavin Flores,31,198,112,Female,Blonde,Dark,Artist,Dust Mites,Long Term,Solo
Cody Torres,65,157,71,Male,Red,Light,Teacher,Medications,Long Term,Team
Noah Peterson,49,158,120,Female,Red,Light,Nurse,Foods,Long Term,Solo
Samuel Patterson,35,183,91,Female,Grey,Dark,Doctor,Animals,Long Term,Team
Landon Simmons,48,150,90,Female,Brown,Medium,Musician,Foods,Short Term,Solo
Dakota Phillips,58,185,78,Female,White,Light,Artist,Mold,Long Term,Solo
Matteo Gonzales,37,173,101,Female,Grey,Brown,Artist,Foods,Short Term,Team
Sawyer Young,35,161,83,Male,Brown,Brown,Scientist,Medications,Long Term,Solo
Travis Bryant,57,192,110,Male,Brown,Light,Artist,Pollen,Short Term,Team
Chris Rodriguez,48,150,91,Male,Black,Medium,Writer,Latex,Long Term,Solo
Jack Nelson,50,198,65,Male,Grey,Tan,Chef,Medications,Long Term,Solo
